"paper_id"|"journal_issue"|"type"|"title"
238348|3181|Olgu Sunumu|Familial Idiopathic Cranial Neuropathy in a Chinese Family
243257|22354|Olgu Sunumu|"Closed-perforation of gastric fundus and gastric outlet
obstruction caused by a giant gastric trichobezoar: A case report"
238419|20138|Olgu Sunumu|Domestically Acquired Legionnaires’ Disease: Two Case Reports and a Review of the Pertinent Literature
238421|20138|Olgu Sunumu|TAVI in a Patient with Single Coronary Artery: The Choice of Self-Expandable Valve may be Reasonable
238423|20138|Olgu Sunumu|Papilledema Due to Mirtazapine
243123|3133|Olgu Sunumu|A case with atrophic autoimmune thyroiditis-related hypothyroidism causing multisystem involvement in early childhood
243124|3133|Olgu Sunumu|Intravesical catheter knotting: an unusual complication of  suprapubic catheterization
238547|23226|Olgu Sunumu|Postpartum Headache: An Unexpected Manifestation of Posterior  Reversible Encephalopathy Syndrome
238544|23226|Derleme|Emergency and First Aid in Cases of the Use of Chemical, Biological,  Radiation, and Nuclear Weapons
238636|13649|Derleme|Adult living donor liver imaging
238638|13649|Derleme|"Multimodality imaging in diagnosis and management of alveolar
echinococcosis: an update"
243136|23544|Olgu Sunumu|Giant arachnoid granulation mimicking dural sinus thrombosis
243137|23544|Olgu Sunumu|A rare cause of respiratory distress and edema in neonate: Panhypopituitarism
243138|23544|Olgu Sunumu|"An infrequent case of intussusception
caused by gastrointestinal stromal
tumor in an adult patient"
243139|23544|Olgu Sunumu|Coexistence of eruptive syringoma and  bilateral nipple vitiligo: Could there be a common immunopathogenesis?
239795|21040|Olgu Sunumu|The Econometric Analysis of Student Expenditures: A Case Study of Amasya  Univesity
239908|23751|Olgu Sunumu|Recurrent ecchymoses associated with sertraline, fluoxetine and clomipramine in an adolescent boy
239905|23751|Olgu Sunumu|A rare case of first attack psychosis and Wilson’s disease
243704|14901|Olgu Sunumu|Coexistence of Three Malignancies: Two Different Lung  Cancers Synchronous with Lymphoma
243705|14901|Derleme|Role and Timing of Radiotherapy in High-Risk  Endometrial Cancer
240368|7601|Olgu Sunumu|Feline Unilateral Uterine Prolapse: A Description of Two Cases
240370|7601|Olgu Sunumu|Morphoathological Description of an Extra Genital Canine  Transmissible Venereal Tumor
240369|7601|Olgu Sunumu|Convergent Strabismus in a Cat and It's Surgical Treatment
240786|3131|Olgu Sunumu|Aspiration of an interesting foreign body: Myiasis
240790|3131|Olgu Sunumu|Unilateral nevoid telangiectesia: report of two pediatric cases
240792|3131|Olgu Sunumu|Late presentation of congenital diaphragmatic hernia
240785|3131|Olgu Sunumu|Rare vascular pathology sinus pericranii; becomes symptomatic with pseudotumor cerebri
240787|3131|Olgu Sunumu|The first case of Raoultella terrigena infection in an infant
240789|3131|Olgu Sunumu|Testicular cavernous hemangioma presenting as an ipsilateral lesion in a child with multicystic dysplastic kidney
240791|3131|Olgu Sunumu|Celiac disease, phylloid hypomelanosis and autoimmune thyroiditis: a case report
241101|14899|Derleme|Management of Breast Cancer-Related Lymphedema
241100|14899|Olgu Sunumu|A Rarely Seen Breast Tumor: Looking Over the Literature  Related to Intracystic Papillary Carcinoma
241102|14899|Derleme|Molecular Biomarkers in Ovarian Carcinoma
241191|3132|Olgu Sunumu|Seizures and diagnostic difficulties in hyperinsulinism- hyperammonemia syndrome
241195|3132|Olgu Sunumu|"Corynebacterium propinquum bronchopneumonia in a child
with ataxia telangiectasia"
244931|2912|Olgu Sunumu|A rare complication of Crohn disease: Duodenocolic fistula
249500|22720|Olgu Sunumu|Prolonged Cholestatic Liver Disease Secondary to Methotrexate
250148|3829|Olgu Sunumu|Çokkesitli bilgisayarlı tomografi ile saptanan asemptomatik duktus arteriyozus açıklığı
252204|23545|Olgu Sunumu|Hallucination: A rare complication of levetiracetam theraphy
252206|23545|Olgu Sunumu|Early rehabilitation results in a child who  developed herpes simplex encephalitis
252207|23545|Olgu Sunumu|Gastric cancer with adenocarcinoma and yolk sac tumor components: A rare entity
252208|23545|Olgu Sunumu|Dural prostate metastasis presenting as a subdural hematoma
252656|17881|Derleme|YARGITAY KARARLARI
252711|21065|Derleme|Aflatoxins in Poultry Nutrition
252935|3103|Olgu Sunumu|Nitric oxide in cerebrospinal fluid of central nervous system tuberculosis: correlations with culture, antibody response, and cell count
253077|3134|Olgu Sunumu|Severe theophylline poisoning treated with continuous  venovenous hemodialysis in a child
253082|3134|Olgu Sunumu|The need for mechanical ventilation in a child exposed to  a laundry detergent pod
253086|3134|Olgu Sunumu|Neuromyelitis optica mimics the morphology of spinal cord tumors
265902|24181|Olgu Sunumu|Giant Fibrous Dysplasia of the Rib: A Case Report
255850|7409|Olgu Sunumu|Ultrasound-guided bilateral infraclavicular block in a  pediatric patient: Case report
255852|7409|Derleme|Irritable bowel syndrome, depression and anxiety
255991|7410|Olgu Sunumu|A different approach in removal of proximal Wharton's duct stone: Case report
256543|24063|Derleme|The Use of Academic Portfolio in the Learning and Assessment of Physics Students from a Singapore Private College
256959|21362|Derleme|Unusual aspects of cardiac myxoma
257466|23670|Olgu Sunumu|Traumatic superior orbital fissure syndrome: a rare case report
257468|23670|Olgu Sunumu|Class I pentalogy of Cantrell: a rare case report
258477|20561|Olgu Sunumu|Psoriasis- can oral lesion be a common sign?
257444|16250|Olgu Sunumu|Angiocentric Glioma: The Infiltrative Glioma with Ependymal Differentiation
257446|16250|Olgu Sunumu|Congenital Complete Tracheal Ring in a Neonate: A Case Report
257792|2027|Derleme|"The value of non-invasive tests for risk stratification in patients with
compensated cirrhosis"
261010|22721|Olgu Sunumu|Cheek Trauma and Mass Formation Caused by Pricker: Diagnostic Value of Fine Needle Aspiration Cytology in an Interesting Case
258470|20561|Olgu Sunumu|Inferior thyroid artery thrombosis: a potential mimicker of  thyroid nodule
258485|20561|Derleme|Sarcopenia and clinical presentation
259804|23088|Olgu Sunumu|Celiac disease in an obese child with down syndrome
263782|22723|Olgu Sunumu|Rett Syndrome and anaesthetic management: a case report
262676|3185|Olgu Sunumu|"Systematic Approach for Anterior Corpectomy through a
Transthoracic Exposure"
260912|3135|Olgu Sunumu|An unusual case of neuroblastoma: a 17-year-old adolescent presented with bilateral diffuse lung metastasis at initial diagnosis
259890|22709|Olgu Sunumu|"Erlotinib Treatment in a Case of Lung Adenocarcinoma Mimicking Interstitial Lung
Disease"
263272|23546|Olgu Sunumu|Inflammatory arthritis mimicking Complex Regional Pain Syndrome (CRPS) in a child: A case report
263273|23546|Olgu Sunumu|Apert syndrome: A case report and review of the literature
263275|23546|Olgu Sunumu|Perforated duodenal diverticulum: A case report
259965|21365|Olgu Sunumu|An adult case of single atrium  diagnosed using three-dimensional  echocardiography
260452|11188|Derleme|NOUS POIĒTIKOS: SURVEY OF EARLIER INTERPRETATIONS
263986|22724|Olgu Sunumu|Chronic abuse of the three brothers and negligence up to the level of cachexia – case report
263988|22724|Olgu Sunumu|Idiopathic talipes equinovarus with preaxial polydactyly of the foot: a case report
263991|22724|Olgu Sunumu|A case of myocardial infarction together with acute appendicitis in Emergency Clinic of Turgut Ozal Medical Center
263992|22724|Olgu Sunumu|Atrial fibrillation with Wolff–Parkinson-White syndrome: A case report
260999|22721|Olgu Sunumu|A Rare Case of Brucella Spondylodiscitis Mimicking Lumbar Disc Herniation
261001|22721|Olgu Sunumu|Atrial Fibrillation at a Very Young Age
261005|22721|Olgu Sunumu|High Dose Sugammadex Administiration in a Case of Huntington Chorea
261007|22721|Olgu Sunumu|Destructive Giant Maxillary Sinus Mucocele: A Case Report
261009|22721|Olgu Sunumu|Syndrome of Remitting Seronegative Symmetrical Synovitiswith Pitting Edema (RS3PE): A Case Report and Review of the Literature
261011|22721|Olgu Sunumu|Pseudotumor Deltoideus in the Left Humerus of a Young Adult Female Patient with Acute Lateral Shoulder Pain: A Case Report
268526|20142|Olgu Sunumu|A Different SLC2A1 Gene Mutation in Glut 1 Deficiency Syndrome: c.734A>C
261407|3831|Olgu Sunumu|A severe aortic coarctation newly diagnosed during cardiac catheterization in an adult presenting with acute anterior myocardial infarction
271665|18243|Olgu Sunumu|Surgical Management of Concurrent Partial Anomalous Pulmonary  Venous Return and Lung Cancer of the Same Lobe
261765|19563|Olgu Sunumu|Homozigot Ailesel Hiperkolesterolemili Onüç Yaşındaki Hastada Koroner Arter Hastalığı ve Supravalvuler Aort Darlığının Cerrahi Tedavisi
267247|24313|Derleme|Cytotoxic Cardenolides from Calotropis Species: A Short Review
262798|1503|Olgu Sunumu|Intraoral lipoma – A rare case presentation
262325|16251|Olgu Sunumu|A Rare Diagnosis in the Neck During Childhood:  Congenital Chondrolipoma
262628|37575|Olgu Sunumu|Challenging management of obturator hernia: a report of three cases and literature review
272430|5001|Olgu Sunumu|Sarcoidosis with Hepatic Involvement: A Case Report
272432|5001|Olgu Sunumu|A Different Perspective on the Phenomenon of Hemiplegic  Encephalitis: A Case Report
271340|3186|Olgu Sunumu|Management of Spinal Arteriovenous Fistulae with  Intraarterial Indocyanine Green Angiography: A Case Report
271341|3186|Olgu Sunumu|Cervical Hemilaminoplasty with Miniplates in Long Segment  Intradural Extramedullary Ependymoma: Case Report and  Technical Note
263451|1828|Derleme|Neurological structure variations in individuals with autism spectrum disorder: a review
263660|12183|Olgu Sunumu|Kronik Subdural Hematomun  Nadir bir Komplikasyonu
272442|23672|Olgu Sunumu|Gender dysphoria in an adolescent diagnosed with Klinefelter syndrome over a follow-up period
264051|23754|Olgu Sunumu|Rapid onset of pedal edema associated with risperidone in two male patients: simultaneous clinical cases
273128|3187|Olgu Sunumu|Whipple Disease Presenting as Cystic Brain Tumor Case Report and Review of the Literature
273129|3187|Olgu Sunumu|Obstructive Hydrocephalus Caused by an Unruptured  Arteriovenous Malformation Successfully Treated by  Endoscopic Third Ventriculostomy After Shunt Dysfunction
273517|3188|Olgu Sunumu|Spontaneous Spinal Subarachnoid Hemorrhage with Residual Arachnoid Cyst: A Case Report
273518|3188|Olgu Sunumu|Brief Report: Large Fusiform Aneurysm of a Circumflex Branch of the Posterior Cerebral Artery
265389|96|Olgu Sunumu|Atypically localized glomus tumor causing anterior interosseous nerve syndrome: A case report
266458|41842|Olgu Sunumu|Fixation of rotationally unstable extracapsular proximal femoral fractures
266939|23072|Olgu Sunumu|Anterior urethral valves without diverticulum, a rare cause of infravesical obstruction and vesicoureteral reflux in children: Report of two cases and literature review
267501|7411|Olgu Sunumu|Unusual complication of stent placement in the  treatment of coarctation
267506|7411|Derleme|Postmenopause and metabolic syndrome
269107|24182|Olgu Sunumu|Surgical Treatment of Synchronous Multiple Primary Lung Cancer: Report of Two Cases
270036|22168|Olgu Sunumu|Silicone Granuloma Associated with Pectoral Muscle Involvement after Ruptured Breast Implant: a Novel
270038|22168|Olgu Sunumu|Granulomatous Mastitis Concurrence with Breast Cancer
270056|20563|Olgu Sunumu|A case of Acute Pancreatitis and Acute Renal Failure Due  to Aortic Dissection
270061|20563|Olgu Sunumu|Concurrence of polyostotic fibrous dysplasia and spinal  aspergillus in non-immunocompromised adult patient
267793|23971|Olgu Sunumu|Catastrophic antiphospholipid syndrome: A case with unusual findings revealed in autopsy and a brief literature update
273390|24279|Olgu Sunumu|Management of Open Globe Injuries and Concern About Sympathetic Ophthalmia: A Case Report
268475|24066|Olgu Sunumu|Cavum Vergae, Liability, and Steroid Treatment: Manic Episode, Brain Imaging Findings, and Clinical Follow-up of a Systemic Lupus Erythematosus Case
270757|23075|Olgu Sunumu|Prenatal causes of an allantoic cyst with a patent urachus
270759|23075|Olgu Sunumu|Primary renal mature cystic teratoma in an infant: A rare case presenting with an acute intestinal obstruction
270880|15560|Derleme|Effects of Four Different Crops Harvest Processes on Soils Compaction
269397|20143|Derleme|Harmony Behind the Trumped-Shaped Vessel: the Essential Role of the Ductus Venosus in Fetal Medicine
269697|21340|Olgu Sunumu|A rare association: concomitant presence of mitral valve blood cyst with atrial septal aneurysm and cor triatriatum dexter
269698|21340|Olgu Sunumu|Hybrid approach of percutaneous mitral valve repair with the MitraClip followed by off-pump coronary artery bypass grafting
269920|7412|Olgu Sunumu|Pulmonary edema because of incomplete hanging attempt
269891|24278|Olgu Sunumu|Two Cases of Foveal Hypoplasia with Different Etiologies
270500|14902|Olgu Sunumu|Classic Kaposi’s Sarcoma Showing Multiple Organ Involvement: A Case Report and Brief Review of Literature
270060|20563|Olgu Sunumu|A rare co-occurrence of facial talon's cusp on fused  maxillary permanent central and lateral incisor
271854|22756|Derleme|Effects and Mechanisms of Checkpoint Inhibitors (CTLA-4, PD-1 and PD-L1 Inhibitors) as New Immunotherapeutic Agents for Bladder Cancer
271858|22756|Olgu Sunumu|A Rare Side Effect of Intravesical Bacillus Calmette-Guérin Therapy: Reactive Arthritis
271862|22756|Olgu Sunumu|Prostate and Bladder Metastases of Malignant Melanoma: Case Report
271968|7413|Olgu Sunumu|"Elevated blood lithium concentration following
concomitant lithium and propranolol therapy: A case
report"
273105|3187|Derleme|Practical Aspects of Neuroendoscopic Techniques and  Complication Avoidance: A Systematic Review
274350|16253|Olgu Sunumu|Early Stage Prurigo Pigmentosa : A Case Report
274349|16253|Olgu Sunumu|Masson’s Tumor Masquerading as a Papillary Adenocarcinoma on Fine Needle Aspiration Cytology: A Case Report
274635|24183|Olgu Sunumu|Retroperitoneal Giant Mixed Adenoneuroendocrine Carcinoma Case Report
274637|24183|Olgu Sunumu|Primary Duodenal Mucosa-Associated Lymphoid Tissue Lymphoma (MALToma): A Case Report
274634|24183|Olgu Sunumu|Endoscopic Treatment of Boerhaave Syndrome: A case Report
274636|24183|Olgu Sunumu|A Rare Localization of Recurrent Pleomorphic Adenoma: The Maxillary Sinus
276608|22536|Olgu Sunumu|Nasal heterotopy in a Newborn Infant: A Case Report
278243|20937|Derleme|Analysis of Mathematical Problem Solving Process of Students with Learning Disability: Implementation of Think Aloud Protocol
278344|16254|Olgu Sunumu|Multiple Pigmented Seborrheic Keratosis with Sebaceous Differentiation - A Case Report
278331|16254|Olgu Sunumu|Lipofibromatous Hamartoma of the Median Nerve in Association with or without Macrodactyly
278333|16254|Olgu Sunumu|Lhermitte-Duclos Disease: A Rare Lesion with Variable Presentations and Obscure Histopathology
278335|16254|Olgu Sunumu|Dedifferentiated Liposarcoma of the Gastroesophageal Junction
278334|16254|Olgu Sunumu|We can Diagnose it if we Consider it. Diagnostic Pitfall for Placenta: Placental Mesenchymal Dysplasia
280124|22506|Olgu Sunumu|Hypertrophy of the transverse ligament caused by os odontoideum: a case report
280614|20144|Olgu Sunumu|Successful Outcome of Severe Intra-cerebral Bleeding Associated with Acquired Factor V Inhibition: Utilization of Multiple Therapeutic Agents
280849|23053|Olgu Sunumu|A Mutation in INSR in a Child Presenting with Severe Acanthosis Nigricans
282513|23077|Olgu Sunumu|Post traumatic urinary extravasation in occult urinary obstruction: Report of three cases
282594|22726|Olgu Sunumu|An Atypical Presentation of Hepatitis E in Pregnancy
282596|22726|Olgu Sunumu|A Rare Complication of Cardiopulmonary Resuscitation: Tension Pneumothorax
282898|3827|Olgu Sunumu|"Hızlı ventriküler taşikardi atağı sırasında implante edilebilir defibrilatörü
bulunan hastada uzamış şarj süresine bağlı gecikmiş tedavi ve senkop"
282901|3827|Olgu Sunumu|Acute coronary syndrome accompanying transient ischemic attack: an unusual presentation of myxoma
283993|22355|Olgu Sunumu|Splenic hamartoma is a rare cause of abdominal pain: Case report and literature review
283995|22355|Olgu Sunumu|A rare soft tissue tumor located in the trunk: Ossifying fibromyxoid tumor
283922|3834|Olgu Sunumu|Detection and management of ICD lead implanted in middle cardiac vein
284371|24323|Derleme|An Overview on the Role of Macular Xanthophylls in Ocular Diseases
296992|44454|Derleme|BABAM TEO GRÜNBERG 90 YAŞINDA
303285|43741|Derleme|Nörovasküler Patolojilerde Temel Embolizasyon Yöntemleri ve Malzemeler
303952|44404|Derleme|Çocuk Tüberkülozu: Dönüm Noktasında
306853|42666|Derleme|Savaş ve Edebiyat Araştırmaları
308379|42864|Derleme|BALKAN DİLLERİNDEKİ VURGUSUZ ÜNLÜ (SCHWA), GAGAVUZCANIN ÜNLÜ SİSTEMİ VE BULGARCANIN ETKİSİ SORUNU
317045|45567|Derleme|Yaldızlı Yak alılar”: Avuk at Emeğinin Niteliğine İlişkin Bir Giriş Önerisi
318081|46800|Derleme|Harşit Vadisi’nden (Türkiye) Raphignathus Dugés (Acari: Raphignathidae) akarları ve cinsin diğer üyeleri hakkında taksonomik yorumlar
318089|46800|Derleme|Bingöl ve Muş illerinde Coccinellidae (Coleoptera) familyası üzerine bir araştırma
140808|1358|Olgu Sunumu|Management of a viable ectopic pregnancy on caesarean scar after IVF-ET procedure: A case presentation
269398|20143|Derleme|Current Approach to Non-Infectious Pulmonary Complications of Hematopoietic Stem Cell Transplantation
261644|95|Olgu Sunumu|Comparison of virtual reality exergaming and home exercise programs in patients with subacromial impingement syndrome and scapular dyskinesis: Short term effect
269917|7412|Olgu Sunumu|A rare case of cerebellar and lung tuberculosis  coexistence which presenting intracranial mass  symptoms
105591|2870|Derleme|What is the most accurate method for the diagnosis of intestinal tuberculosis?
270557|21367|Olgu Sunumu|A novel mutation in the desmoplakin gene in two female siblings with a rare form of dilated cardiomyopathy: Carvajal syndrome
270756|23075|Olgu Sunumu|Case report: The use of a urethral diverticulum to cover the penis in a hypospadias cripple
271900|10366|Derleme|Editors Managing Editor
228673|22716|Olgu Sunumu|Post-Traumatic Fibular Aneurismal Bone Cyst: A Case Report and Review  of the Literature
223912|23963|Olgu Sunumu|Subscapular bursitis as a rare manifestation of dermatomyositis: a case report
195630|20794|Olgu Sunumu|Entübe Hastada Nazokomiyal Oral Miyasiz Olgusu
192599|23660|Olgu Sunumu|Mandibular corpus horizontal distraction in an edentulous case and its effects on the contralateral coronoid processus-arcus zygomaticus relation 
152365|225|Olgu Sunumu|Dilated cardiomyopathy due to miliary tuberculosis 
273174|23673|Olgu Sunumu|Left atrial myxoma combined with coronary artery disease in an elderly patient
230426|22714|Olgu Sunumu|Partial Modification of the Yamada Technique in Myopic Strabismus Fixus Treatment: Case Presentation
263274|23546|Olgu Sunumu|Pertussis-like syndrome associated with adenovirus presenting with hyperleukocytosis Case report
44146|11504|Olgu Sunumu|Psikolojik Araştırma ve Uygulamalarında Ölçek/Teknik/Vaka/Yayın/Kavram Tanıtımı III
140815|1358|Olgu Sunumu|Methionine restricted diet; Clinical application
230840|22713|Olgu Sunumu|Prenatal Ultrasonographic Diagnosis of Proximal Focal Femoral Deficiency
261008|22721|Olgu Sunumu|Giant Saphenous Vein Graft Aneurysms in a Patient with Rheumatoid Arthritis: A Case Reportand Review of theLiterature
227628|23048|Olgu Sunumu|Response to Anastrozole Treatment in a Case with Peutz-Jeghers  Syndrome and a Large Cell Calcifying Sertoli Cell Tumor
58439|182|Olgu Sunumu|Kardiyak kateterizasyon sırasında kateter düğümlenmesi
202236|23221|Derleme|Comparison of ESC and ACCF/AHA Guidelines for Oral Antiplatelet  Treatment in the Management of Patients with Acute  Coronary Syndrome
230841|22713|Olgu Sunumu|Primary Hyperparathyroidism Presented with Peripheral Brown Tumor in  the Oral Cavity: A Case Report
143988|220|Olgu Sunumu|Closure of nonrestrictive  aortopulmonary window in an  infant by the transcatheter approach
264279|22725|Olgu Sunumu|Hirayama Disease (monomelic amyotrophy)
264282|22725|Olgu Sunumu|Managemet of puerperal vulvovaginal hematoma with different suture technique; case report
201237|37787|Olgu Sunumu|Migration of mesh into gastric lumen: A rare complication of  vertical banded gastroplasty
45359|12140|Olgu Sunumu|Laktasyonel mastit sonrasında beklenmedik deformite gelişimi ve otolog doku ile meme büyütme (Olgu sunumu)
61862|13657|Olgu Sunumu|Karaciğer hidatik kistinde laparoskopik perikistektomi: Olgu sunumu
259503|23087|Olgu Sunumu|Preference of the Surgeon: The patient or the radiologist? Desmoid tumor
146882|7016|Derleme|Functional anatomy and biomechanics of the equine thoracolumbar spine: a review
236834|14562|Olgu Sunumu|A Rare Cause of Sudden Ptosis: Posterior Communicating Artery Aneurysm
269109|24182|Olgu Sunumu|Anesthesia in a Patient with Diaphragmatic Hernia and Obstructive Sleep Apnea: Case Report
107439|9007|Derleme|Chemistry of 2-aminoanthraquinones
269409|20143|Olgu Sunumu|Premature Coronary Artery Disease due to Homozygous Familial Hypercholesterolemia in a 12-Year-Old Girl
240432|3129|Olgu Sunumu|Embolization of a complex pulmonary arteriovenous fistula  and coarctation treatment with covered stent at the same  session
240646|14897|Olgu Sunumu|Medical Treatment with Two Targeted Therapies for an Oncology Patient with Double Primary Cancer: Case Report
233376|20136|Olgu Sunumu|Multiple Occipital, Parietal, Temporal, and Frontal Foramina: A Variant of Enlarged Parietal Foramina in an Infant
233628|3176|Olgu Sunumu|Optic Nerve Hemangioblastomas-A Review of Visual  Outcomes
46953|10193|Derleme|Supranasyonel Bir Tasarruf Şekli Olarak Devletlere Yönelik Kararlar
46959|10193|Derleme|AB'nin Aile ve Miras Hukuku Alanlarında Düzenleme Yetkisi
46961|10193|Derleme|Avrupa Birliği Yükseköğretim Programı Erasmus ve Türkiye'nin Katılımı
46985|10421|Derleme|"Üniversiteye Girişte ""Yönlendirme""ye Dayalı Bir ""Seçme Sistemi""ne Doğru"
47044|11191|Derleme|Turkey's Changing Neigbourhood Policy
47052|11191|Derleme|Us War in Iraq in the Light of the Major and Minor Powers Conflict
47054|11191|Derleme|"China as a Capitalist State: From ""Primitive Socialist Accumulation"" to Neoliberal Capitalism"
47257|178|Olgu Sunumu|Transözofajiyal ekokardiyografi yardımı ile daha az invazif kapalı mitral komissürotomi olgusu
181|2729|Olgu Sunumu|Pnömosinüs dilatans
47765|7558|Derleme|Kısraklarda reprodüktif ultrasonografi
47863|3030|Derleme|Current perspectives in the pathogenesis and treatment of multiple sclerosis
47887|3030|Olgu Sunumu|Identification of a novel frameshift mutation [Codon 3 (+T)] in a Turkish patient with Beta-Thalassemia intermedia
189398|20898|Olgu Sunumu|Dupuytrens Contracture With Rare Bilateral Thumb and Little Finger  Involvement Demonstrated by Ultrasound Elastography
48067|12385|Derleme|Kırsal alan ve kent ağaçlandırmalarında kavak 
48129|5678|Derleme|Lyme Hastalığı
48128|5678|Derleme|Monoklonal antikorların Newcastle hastalığının teşhis ve epidemiyolojisinde kullanımı
48553|10422|Derleme|Bilgi Çağında Eğitimin Geleceği
1638|10597|Derleme|"2001 Avrupa Diller Yılı ve Türkçe Öğretimi"
1635|10598|Derleme|Dilde Değişim ve Türkçenin Değişim Süreci
1643|10597|Derleme|Türkiye'de Üniversite Geleneği ve Bilim Politikaları
1681|10592|Derleme|Avrupa Dil Gelişimi Dosyası
2104|11791|Derleme|Küreselleşme ve Yürütmenin Güçlendirilmesi: Siyasal Sistem Tartışmaları
2112|11790|Derleme|Çok Değişkenli Mantık
197401|23080|Olgu Sunumu|Cases of cutaneous anthrax in eastern Turkey: The reports of three cases
2121|11790|Derleme|Elektronik Ticaretin Vergilendirilmesinde Yaşanan Gelişmeler: Yeni İpek Yolu Bir Vergi Cenneti mi?
2122|11790|Derleme|SSK'nın Fon Kullanım Sorunu
2166|11156|Derleme|Vefatının Ardından Abdurrahman Bedevi
124152|14244|Olgu Sunumu|Üç yaşında erkek çocukta peniste şişlik ve morarma
2423|11501|Derleme|"1978'den 2002'ye (50. Sayıya) Türk Psikoloji Dergisi Serüveni"
2567|10045|Derleme|Avrupa Birliği Eğitim Semineri (Jean Monnet European Module): 2002-2003 Tanıtım Notları
49804|6814|Derleme|The effect of harvest date on tuber yield and quality characteristics of some processing potato cultivars under the Mediterranean conditions
2697|10388|Derleme|Cumhuriyetin 80. Yılında Mustafa Kemal Atatürk ve Cumhuriyet
2784|10590|Derleme|Yabancı Dille Eğitim
2792|10590|Derleme|Thomas Hardy'nin the Mayor of Casterbridge Romanında Henchard'ın Çatışmaları
50113|180|Olgu Sunumu|"Left ventricular ""noncompaction"" with hypothyroidism and sensorineural hearing loss"
50110|180|Derleme|Kateterizasyon laboratuvarında neleri yapmayalım?
3161|11096|Derleme|Fatma Aliye ve Muhadar At'ı
50759|1343|Olgu Sunumu|Recurrent echinococcal disease of liver in pregnancy: A case report 
50910|13633|Olgu Sunumu|Postoperative spinal ultrasonography findings in spinal dysraphia
51163|13760|Derleme|CNC freze tezgahlarında denklemi bilinen şekillerin makro programlama ile imalatlarının araştırılması
51187|12861|Derleme|Türk Fizik Derneği Yayını Çağdaş Fizik: Popüler Bir Bilim Dergisi
51883|4027|Olgu Sunumu|Tartışmalı olgu
52802|1344|Olgu Sunumu|Instrumental extraction of a foreign body in a child with persistant vaginal discharge: A case report
52846|4952|Derleme|Kalsiyum dengesi: Hiperkalsemi-maligniteye bağlı humoral hiperkalsemi
52924|3032|Olgu Sunumu|Congenital megacalycosis: A rare renal developmental anomaly
52926|3032|Olgu Sunumu|Buccal corticotomy for closure of oroantral openings: Case report
52923|3032|Olgu Sunumu|An extraskeletal myxoid chondrosarcoma diagnosed by fine needle aspiration biopsy
52984|13923|Derleme|Selenium speciation analysis
53272|4480|Olgu Sunumu|Mekanik barsak obstrüksiyonunun nadir bir nedeni olarak uyuşturucu poşetleri yutan iki hastanın klinik takibi: Olgu sunumu 
53878|3036|Olgu Sunumu|Pituitary abscess simulating macroadenoma
54260|1380|Olgu Sunumu|Steroid tedavisinin kesimi sonrası gelişen psödotümör serebri 
54262|1380|Olgu Sunumu|Glutarik asidüri tip 1
54261|1380|Olgu Sunumu|Akut isoniasid intoksikasyonu 
54263|1380|Olgu Sunumu|Postpartum 7. gün geç eklampsi 
54265|1380|Olgu Sunumu|İnfantil habis osteopetrozisli iki kardeş 
54287|1381|Olgu Sunumu|Larenks'te verrüköz karsinom 
217735|3172|Olgu Sunumu|Primary Leptomeningeal PNETs Mimicking TB Meningitis:  A Case Report and Literature Review
54329|1382|Olgu Sunumu|Yutkunma sırasında boyunda asimetri oluşturan Eagle sendromu 
54366|1383|Olgu Sunumu|Pilomatrikoma
197864|13638|Derleme|The role of computed tomography in the diagnosis of acute and  chronic pulmonary embolism
56129|181|Olgu Sunumu|Right coronary artery intervention with mirror image in a patient with dextrocardia 
56412|11952|Olgu Sunumu|Filozof Olarak Jean Paul Sartre
56423|11952|Olgu Sunumu|Le Corps-Obstacle le Paradigme de L'Exclusion Dans le Ventre de Paris D'Emile Zola
56468|11952|Olgu Sunumu|Düzen/Düzensizlik Oyunu: Bernard-Marie Koltes'in Çöle Dönüş'ü
56830|1384|Olgu Sunumu|Postmenopozal over kist torsiyonu
197394|23079|Olgu Sunumu|A case of rhabdomyolysis related with low intensity body building exercise
273176|23673|Olgu Sunumu|Metachronous infiltration of bone marrow due to breast cancer and multiple myeloma
57993|11953|Olgu Sunumu|Le Léthé Unutuşun Tadı
58048|11953|Olgu Sunumu|Sont et Lumieres de L'Orient: Les Voyageurs Français et la Musique Ottomane Dans la Premiere Moiti du XIX. Siecle
58059|11953|Olgu Sunumu|L'Orient Express, Raffinement et Elegance Voyage Fabuleux
58062|11953|Olgu Sunumu|A Propos de la Creation de Partage de Midi de Paul Claudel
58082|11953|Olgu Sunumu|Les Structures Langagieres Chez Boris Vian
58125|11953|Olgu Sunumu|Güle Güle Godot..
58684|1345|Olgu Sunumu|Pregnancy and lymphoblastic (A case report)
284000|22355|Olgu Sunumu|Pneumatosis cystoides intestinalis: A rare cause of intraabdominal free air
197502|23063|Olgu Sunumu|Red alert - Infant vaginal bleeding
60734|4030|Olgu Sunumu|Tartışmalı olgu
240433|3129|Olgu Sunumu|A neonate with intestinal volvulus without malrotation  exhibiting early jaundice with a suspected fetal onset
264262|22725|Olgu Sunumu|Neuromyelitis optica spectrum disorder: a pediatric case report
264266|22725|Olgu Sunumu|Nasotracheal intubation with c-mac video-laryngoscope in a patient with Treacher Collins Syndrome
241667|13650|Derleme|Diagn Interv Radiol 2017; 23:187–193
